Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level,Emission_Index
Truck,Petrol,5.841840064375704,22,209610,42.77773903926613,3.6463991692055178,City,Moderate,3.055862216080378,54.53919162080618,2.1103365104153293,1024.474085872687,2331.0217072492933,4.79808699554274,0.21743986728471945,0.9247472668600178,0.019972969937224,High,0.4968161793795045
Bus,Petrol,4.830690681477796,11,243589,119.75480586027432,4.172357214847175,City,Free flow,4.807082356845392,97.71914500522992,4.864298843229196,1011.3489112055682,2750.2559131068565,8.540084283719551,0.20253574139088862,2.3755399402843937,0.5885784993454369,High,0.6277913472127395
Truck,Diesel,5.685394496133784,26,174458,63.83627529350201,2.427702999334913,City,Moderate,8.03117374035461,23.556865180272347,15.597625889371178,970.8819624777742,2503.28847817586,8.012912492160766,0.028414091114078,1.6973103921983053,0.4269352331734701,High,0.5754030037733542
Car,Electric,5.453102222223774,21,130864,45.02896882682983,4.843293986672549,Rural,Heavy,2.215587496681924,91.96882503900537,9.273729165425111,971.8515810913572,135.0021692152309,0.3866346494127396,0.04451810999238585,0.084579790364891,0.0334007368074399,Low,0.0229408606813566
Truck,Petrol,3.909079889817643,24,152395,46.30329760099222,4.570320722662283,Rural,Moderate,37.12906361115616,24.765979479735776,9.141356345741148,994.582932458885,1406.3467669134036,9.435389918805296,0.8325365562615393,1.3843791737091136,0.9566693632915404,High,0.4421099218333482
Truck,Petrol,5.593746022120207,28,172391,23.395139524021257,2.756758125500658,Highway,Moderate,11.00508569563273,53.16445764337018,10.918235919122688,1025.405426605534,1754.3457754746591,5.57328824320992,0.010641441761021494,0.6112965038043267,0.0802021356423668,High,0.3951821338866186
Truck,Electric,1.2601610106699814,16,16868,61.46676689370467,2.224759655347086,Rural,Moderate,-4.294336740136592,45.590677080260974,8.676117770184643,950.3929604081504,23.849135571223535,0.4068183507103039,0.075526347180016,0.2096624471939357,0.080309379973061,Low,0.0082497995472539
Motorcycle,Diesel,1.8191108845795552,26,230804,52.6626033801607,0.0151721395146142,Rural,Free flow,13.382930501366044,37.288326911940494,16.122718621228724,954.4275266660976,2479.9835546169184,5.650360337041292,0.17583266389058508,1.4028388005611414,0.1240740889574389,High,0.5380328022035398
Truck,Electric,1.035181902334798,1,264224,32.495435561689604,3.554972658696169,City,Free flow,-0.7784049069320638,96.27346686008242,14.974103957774243,1037.0111620758314,277.366994250236,0.5661588510310663,0.0456969489980066,0.1365923196412408,0.037482266448276395,Low,0.0554882232318895
Bus,Diesel,2.4917177199689746,12,144848,19.26481039221117,2.824772520248456,Rural,Moderate,0.8065321250659991,27.230156086599024,6.340084337223586,1031.4065682042706,1589.4705087963073,2.743842677321937,0.05187405348552086,0.6907869989182336,0.01937392778591604,Medium,0.3302091041099435
Car,Petrol,2.821121906385306,0,197303,37.34866424010645,4.687720727430404,City,Heavy,4.252070882241636,67.48691043430617,16.241622262434056,1019.4681152008312,2102.962522941636,4.301678794784391,0.07138636464935169,0.9108869433956212,0.29406817751844444,High,0.4473961527207662
Truck,Electric,2.2110149652242588,25,184884,61.04199932252752,2.9711606262062205,Rural,Moderate,-3.762007198702663,80.40685720128099,10.372128602558366,999.953201168882,166.90665990980787,0.6022777969609079,0.05546812578740828,0.2570723015765679,0.11156285830061821,Low,0.0322304077747574
Truck,Petrol,5.109435047590033,27,63271,6.999992674176201,4.96428046946365,City,Free flow,26.055946629000005,19.70068456093681,12.55473666473254,964.5126777876392,795.6116393274492,7.415216527713178,0.6061141321865279,0.5574075039566545,0.7146902169291278,Medium,0.2807620969797397
Motorcycle,Diesel,2.6551172988066645,18,77585,18.449283430074715,4.269096359316452,Rural,Moderate,29.597323736562444,97.3152926405532,17.323516637856315,960.223319129536,898.2304083291746,9.251247728477985,0.07390134646207358,0.9751341160303764,0.07422321695448895,Medium,0.2774641072506524
Truck,Electric,2.26085945037438,10,124147,113.71887203629144,4.767989679074765,City,Free flow,9.714246095780002,54.664047570579946,9.519864984908113,1040.5376327493043,158.4364993627901,0.5597087305209265,0.0049283387315093,0.3428880906810338,0.0245101269535878,Low,0.0309899278422653
Motorcycle,Electric,3.6220196324228926,4,15628,65.14264212376068,1.638313856425195,City,Moderate,24.44962697167726,91.44906616130568,15.125207251057155,988.2521839541332,51.27933772186216,0.9706181492382796,0.11582842934500434,0.2549331922731854,0.0052298017553248,Low,0.0146381113644209
Bus,Hybrid,1.532805969868766,0,259517,7.613916439204544,0.7466799738363322,Rural,Moderate,9.44771450853478,66.38810596638406,12.561747182100886,1019.57226172549,1510.0407766252629,1.803795338584658,0.01729034583015466,0.3202219116663181,0.018995084778269913,Medium,0.3021753610164781
Motorcycle,Hybrid,4.971424299921006,19,139337,83.17053105234875,3.9843605689756254,Rural,Moderate,-1.7961338181818025,64.94268507767725,8.534898825950988,995.6198082287696,964.8749563349404,4.360721512457007,0.02250093543834633,1.1946612640663554,0.2656932728311738,Medium,0.2330644757131911
Bus,Electric,1.1876633471348084,29,274604,7.416344409484168,3.9309855148456623,Highway,Free flow,9.858403066563916,34.55860892401832,15.78096732755905,1023.0928919873742,259.3139667506779,0.5530188920232186,0.1009215781064784,0.2435551852345864,0.0474364856550918,Low,0.0565709907032732
Bus,Hybrid,5.93181207032269,12,259970,88.66490724556475,1.057244697027816,City,Moderate,17.84936977408197,77.05901434260879,2.103182357404385,969.3308881359684,2026.116754856338,6.167229929646471,0.21179168802710194,1.3909767226940046,0.1155183237026191,High,0.4577849996383322
Bus,Petrol,4.815672800342618,7,3477,89.99552660640322,3.823723270674564,City,Free flow,-7.950284296155554,2.978631719987768,11.62440434616296,998.4567919167732,331.8121693813919,5.121953884802244,0.0585178307302279,1.6602169042350154,0.0903955364443667,Low,0.1285620850095284
Bus,Electric,1.8333215439776969,5,264346,78.12947708991032,2.9098667902070305,City,Moderate,22.72421953411851,55.58204821197654,0.9282151474491096,987.6866353001363,295.3714255354053,0.6293579303624852,0.1225551522430902,0.2574951311157687,0.0027532632180306,Low,0.0657299533074496
Car,Diesel,0.8287150090427325,28,113846,87.86454535432196,0.5476257245083649,Highway,Heavy,27.13039845023928,3.2139063203434737,3.1233825550934657,974.5053700478168,1468.763869921734,10.307892627394327,0.8439159980460553,2.414344711813408,0.8723375711072645,High,0.4696512031664157
Truck,Petrol,5.040399427965138,16,244000,10.555893721566928,2.508917987851044,Highway,Free flow,32.998512885428056,30.687187277882224,11.977472748222652,1009.771113780184,2369.618183375411,7.969512195892014,0.5212118754811679,0.6343780685239779,0.8663875911669218,High,0.5816447780169974
Truck,Diesel,4.475658188007609,11,273994,87.21366628263212,4.655690004193392,Highway,Moderate,-4.861471987534651,9.629578021149,6.152133931988999,1003.6973294350644,3382.4399655999136,7.223029710640261,0.0200529651507379,2.146712627542417,0.0153376448922643,High,0.7327515589109208
Truck,Electric,4.5908372738131344,0,235693,16.402598366865956,2.532287727226144,Rural,Moderate,-9.995320307086384,91.15910283511076,5.249499774926911,999.569123032316,215.459818981676,0.2567606950544713,0.0111290319849984,0.1649378419346817,0.015027201080050017,Low,0.0377114822993992
Bus,Hybrid,4.810605802766918,2,133878,40.740708872621255,3.94349494776736,City,Free flow,-6.336681548891884,62.82603665388541,19.11677384138907,1009.110273714411,1083.144558526854,2.33775991003644,0.03789679741390401,0.5551205250889295,0.05775919887343624,Medium,0.2284721250578305
Car,Hybrid,1.18503218901727,13,262329,113.12943042007596,0.1445499332097827,Rural,Moderate,36.205840189305405,66.8510616874164,7.318112457775459,964.2530769647104,1611.0602505120555,7.043295787551624,0.0994260364189658,1.819402822879849,0.3599028907668566,High,0.3995683613821294
Truck,Petrol,2.664021788430218,25,24718,60.34505731909681,3.640407064312968,Highway,Moderate,28.27778605206305,85.11284242910621,11.294829404516127,987.0548334186924,389.7283007035492,8.49979911807432,0.0034108645668828874,1.4813975600956413,0.1037710599824296,Medium,0.174753864213118
Truck,Diesel,1.4025191095306746,7,187274,116.09117184996164,4.734186930687386,Rural,Moderate,31.77178233805835,73.30324752624556,10.684975425557376,982.4674273417592,2117.987387419616,13.154322125506678,0.1094801134191764,3.1462078985745223,0.2234891950547037,High,0.5749415742604453
Car,Diesel,5.288137814553086,10,156287,10.670695066408506,2.49763892446468,City,Moderate,15.850689858298615,12.419557614735933,1.2403684627596667,1026.9175420753452,2164.052293113065,7.334807319162914,0.4875798329843303,0.544651656065229,0.7542656759083385,High,0.531661471053743
Truck,Diesel,4.0411502595033015,26,280602,57.30679194758161,1.688549565127932,Highway,Heavy,16.335993728193767,61.75383332595575,13.485514767210065,953.5724074943774,3407.476913860952,8.005581728205721,0.056717733187046315,1.6516039337776738,0.06148032853976094,High,0.7429548502986827
Bus,Petrol,2.520669729233776,13,130293,7.488278433224478,3.2332525244344863,Highway,Moderate,4.925279491959225,97.81707303929709,10.258026393417442,978.1931092851636,1271.3078773053549,2.8681897559288383,0.039867469318622624,0.3239616877581051,0.260374135038375,Medium,0.2694515568934227
Car,Diesel,1.1305034214873229,7,147078,75.62523148791418,4.581306075466097,Highway,Moderate,32.13765259840819,21.411589092671413,7.628342335965228,1041.829431018428,1831.9200261440235,11.80923450161952,0.9451571252935164,2.233018104691263,0.8595377166350081,High,0.562833285482446
Bus,Petrol,2.417108072921444,28,225152,9.444840164221963,0.8838482526667146,Rural,Heavy,31.48847915418921,61.97139311191505,1.3203363213252084,980.035064891535,1896.440191223468,6.414262054189187,0.1697659309877803,0.5481147460195223,0.3477686576301673,High,0.4452669601683595
Car,Petrol,2.490953274539085,2,76820,21.04413630484528,2.0184710501135488,Highway,Moderate,9.608567286108077,56.36143141213322,5.86027969973429,965.1899475546808,793.4891129438655,3.829733469776527,0.027919247995574038,0.5118694550184378,0.12127033746912867,Medium,0.1909240895102655
Motorcycle,Hybrid,4.593952127357933,6,225751,31.059637208313656,0.7814514049092058,City,Heavy,6.463353523573694,39.16460457948104,17.681907516119985,1025.7345396424382,1708.8113439075594,2.8132121916654778,0.13052862614555977,0.4998086555275479,0.0704141729831497,Medium,0.3531503698449604
Bus,Diesel,4.1152988510471085,27,81234,89.84926219973798,2.483271161099464,Rural,Moderate,26.918663562651247,95.4635383665688,3.474227466149382,954.7844190530355,1102.8955855795548,11.727260875659248,0.11995024342184447,2.418337788266014,0.007200921861686802,Medium,0.3526589195316278
Car,Electric,5.413506261396898,18,129282,19.675454258168973,2.7021100651527954,Highway,Free flow,-8.691593083103314,35.64003856150063,4.386672795032418,992.6319849873216,135.74700740624638,0.6486552969138291,0.0403086266843888,0.1189987154823916,0.0282758993322065,Low,0.0292092260468022
Bus,Diesel,3.255517610842136,3,271246,101.59584639516814,4.721018073608301,Highway,Moderate,32.9974449259194,9.368044268622844,4.105880621395428,1035.5357759645065,3355.977110417219,14.337559360271278,1.148650939799048,2.896560369477742,1.10501284791536,High,0.9014724302516162
Motorcycle,Hybrid,1.4218900788791689,24,234501,15.828472659696104,2.062575768838137,City,Free flow,12.312399465708644,96.25429837941306,17.81609638513667,1045.409481071424,1679.6022448126275,2.4048706602784966,0.0116299568694843,0.4306891218801573,0.07977236785702972,Medium,0.3420813582983392
Motorcycle,Electric,4.508872893559574,15,126328,4.22933388841876,2.8347830676984915,City,Free flow,12.067212327143045,72.92202068154315,13.999909654366537,974.9019756953444,151.602159160923,0.2792138385135061,0.018570326207242,0.1864134264927689,0.029004908650003852,Low,0.0264698012358389
Truck,Electric,4.756082252807867,12,84079,47.40545027636014,4.4263128702707615,City,Heavy,23.453892369369733,34.24498756182287,17.63686126109604,979.6202233769616,105.61383711507708,0.2580534186887394,0.0755395679980878,0.2661044676611994,0.0743131395227702,Low,0.0222684937711296
Bus,Diesel,3.718641427361381,19,94437,117.5329970365554,1.6070250008807934,Rural,Moderate,22.28746801552657,28.051162508971416,18.274929997536663,1006.7251104878644,1262.3981974564674,12.007030855398256,0.4160222646111875,3.0049546752710694,0.6808545870732146,High,0.4219953764963441
Motorcycle,Petrol,4.809029335763717,18,79570,13.241067334653266,3.3708193448379498,Rural,Free flow,3.298703302818337,92.80266646100598,18.5593507031978,972.65515583351,786.7671432182317,3.687434855239225,0.18647005324527574,0.4296558599938926,0.10258314899699524,Medium,0.1875643458127758
Car,Diesel,3.367737101094832,4,92656,12.206213284755483,3.7858092441104825,City,Free flow,37.16393022570484,27.354997596019505,9.714312256680891,965.0744066543124,1298.1720757258367,10.49630166136739,0.9547927770990076,0.8762869172275927,1.0878137689540446,High,0.4410746148354698
Motorcycle,Petrol,3.5182107127863693,22,197937,90.13998129547488,1.6526411734350472,City,Heavy,39.31649896663279,53.71576726963012,9.524477021171258,992.5981511057964,2215.0981367918484,11.367264342323123,0.3632785934886469,1.9985630610039795,0.6725197700657038,High,0.5869440989708569
Bus,Hybrid,3.0232132954644584,4,172492,37.45940327922784,0.8217059276532224,City,Free flow,16.299450714809254,21.49550712064897,16.578456805135335,957.224807954588,1308.2015617854854,3.9311074383001032,0.2712613455268246,0.6241655386645124,0.2782627600508599,Medium,0.3111866510661845
Motorcycle,Electric,0.932179459069295,19,156454,86.07379406708603,2.5145477095113664,City,Free flow,18.06903990851735,99.52146139151824,6.638533483039599,1039.421997119459,176.2453513903943,0.7659966706108265,0.01634895742729369,0.2673568172579853,0.04650096366433397,Low,0.0360003068117428
Truck,Electric,1.361035420365183,23,38795,24.001270733203604,1.7840086506665085,City,Heavy,17.71589817118118,76.95085862716691,0.4442225903984731,983.4196621941646,49.790493520113415,0.4620042704873744,0.0825938138286159,0.1537129894879888,0.0099926965023522,Low,0.0137414753509735
Motorcycle,Electric,0.9634317655710182,3,51425,55.20863930377955,1.3323121589610698,Rural,Heavy,14.289370408913047,56.763494015371066,6.63095434030641,983.6284124646652,46.21472707317684,1.110281734976411,0.08727074662457036,0.2402503987112132,0.0423312040999395,Low,0.0154413688602631
